11916.1,12080.9,11910.2,11963.3,S
11916.1,12080.9,11910.2,11963.3,11979.5,12042.8,11785.7,11914.1,N
11916.1,12080.9,11910.2,11963.3,11979.5,12042.8,11785.7,11914.1,11913.5,11946.7,11673.5,11782.7,N
11916.1,12080.9,11910.2,11963.3,11979.5,12042.8,11785.7,11914.1,11913.5,11946.7,11673.5,11782.7,11763.9,11882.8,11708.3,11810.2,N
11916.1,12080.9,11910.2,11963.3,11979.5,12042.8,11785.7,11914.1,11913.5,11946.7,11673.5,11782.7,11763.9,11882.8,11708.3,11810.2,11834.4,12051.9,11729.2,11994.9,S
11916.1,12080.9,11910.2,11963.3,11979.5,12042.8,11785.7,11914.1,11913.5,11946.7,11673.5,11782.7,11763.9,11882.8,11708.3,11810.2,11834.4,12051.9,11729.2,11994.9,12003.2,12050.05,11743.2,11827.4,S
11979.5,12042.8,11785.7,11914.1,11913.5,11946.7,11673.5,11782.7,11763.9,11882.8,11708.3,11810.2,11834.4,12051.9,11729.2,11994.9,12003.2,12050.05,11743.2,11827.4,11805.7,11882.0,11360.4,11490.9,N
11913.5,11946.7,11673.5,11782.7,11763.9,11882.8,11708.3,11810.2,11834.4,12051.9,11729.2,11994.9,12003.2,12050.05,11743.2,11827.4,11805.7,11882.0,11360.4,11490.9,11452.5,11570.8,11330.1,11387.1,N
11763.9,11882.8,11708.3,11810.2,11834.4,12051.9,11729.2,11994.9,12003.2,12050.05,11743.2,11827.4,11805.7,11882.0,11360.4,11490.9,11452.5,11570.8,11330.1,11387.1,11524.05,11660.7,11407.6,11609.6,N
11834.4,12051.9,11729.2,11994.9,12003.2,12050.05,11743.2,11827.4,11805.7,11882.0,11360.4,11490.9,11452.5,11570.8,11330.1,11387.1,11524.05,11660.7,11407.6,11609.6,11590.0,11751.1,11295.5,11326.6,N
12003.2,12050.05,11743.2,11827.4,11805.7,11882.0,11360.4,11490.9,11452.5,11570.8,11330.1,11387.1,11524.05,11660.7,11407.6,11609.6,11590.0,11751.1,11295.5,11326.6,11375.5,11459.4,11238.5,11333.5,N
11805.7,11882.0,11360.4,11490.9,11452.5,11570.8,11330.1,11387.1,11524.05,11660.7,11407.6,11609.6,11590.0,11751.1,11295.5,11326.6,11375.5,11459.4,11238.5,11333.5,11350.6,11438.9,11166.4,11388.0,N
11452.5,11570.8,11330.1,11387.1,11524.05,11660.7,11407.6,11609.6,11590.0,11751.1,11295.5,11326.6,11375.5,11459.4,11238.5,11333.5,11350.6,11438.9,11166.4,11388.0,11432.0,11732.0,11413.8,11714.0,N
11524.05,11660.7,11407.6,11609.6,11590.0,11751.1,11295.5,11326.6,11375.5,11459.4,11238.5,11333.5,11350.6,11438.9,11166.4,11388.0,11432.0,11732.0,11413.8,11714.0,11715.3,11719.1,11601.0,11621.5,S
11590.0,11751.1,11295.5,11326.6,11375.5,11459.4,11238.5,11333.5,11350.6,11438.9,11166.4,11388.0,11432.0,11732.0,11413.8,11714.0,11715.3,11719.1,11601.0,11621.5,11634.0,11647.0,11375.0,11490.1,N
11375.5,11459.4,11238.5,11333.5,11350.6,11438.9,11166.4,11388.0,11432.0,11732.0,11413.8,11714.0,11715.3,11719.1,11601.0,11621.5,11634.0,11647.0,11375.0,11490.1,11520.8,11596.5,11294.3,11326.3,N
11350.6,11438.9,11166.4,11388.0,11432.0,11732.0,11413.8,11714.0,11715.3,11719.1,11601.0,11621.5,11634.0,11647.0,11375.0,11490.1,11520.8,11596.5,11294.3,11326.3,11323.7,11582.6,11216.1,11567.4,N
11432.0,11732.0,11413.8,11714.0,11715.3,11719.1,11601.0,11621.5,11634.0,11647.0,11375.0,11490.1,11520.8,11596.5,11294.3,11326.3,11323.7,11582.6,11216.1,11567.4,11560.0,11637.8,11380.5,11471.5,N
11715.3,11719.1,11601.0,11621.5,11634.0,11647.0,11375.0,11490.1,11520.8,11596.5,11294.3,11326.3,11323.7,11582.6,11216.1,11567.4,11560.0,11637.8,11380.5,11471.5,11473.9,11634.65,11377.6,11621.1,N
11634.0,11647.0,11375.0,11490.1,11520.8,11596.5,11294.3,11326.3,11323.7,11582.6,11216.1,11567.4,11560.0,11637.8,11380.5,11471.5,11473.9,11634.65,11377.6,11621.1,11663.25,11876.0,11645.4,11814.1,N
11520.8,11596.5,11294.3,11326.3,11323.7,11582.6,11216.1,11567.4,11560.0,11637.8,11380.5,11471.5,11473.9,11634.65,11377.6,11621.1,11663.25,11876.0,11645.4,11814.1,11833.5,11880.4,11777.9,11854.8,N
11323.7,11582.6,11216.1,11567.4,11560.0,11637.8,11380.5,11471.5,11473.9,11634.65,11377.6,11621.1,11663.25,11876.0,11645.4,11814.1,11833.5,11880.4,11777.9,11854.8,11842.2,11893.3,11757.5,11873.6,N
11560.0,11637.8,11380.5,11471.5,11473.9,11634.65,11377.6,11621.1,11663.25,11876.0,11645.4,11814.1,11833.5,11880.4,11777.9,11854.8,11842.2,11893.3,11757.5,11873.6,11878.8,11880.3,11790.1,11835.7,N
11473.9,11634.65,11377.6,11621.1,11663.25,11876.0,11645.4,11814.1,11833.5,11880.4,11777.9,11854.8,11842.2,11893.3,11757.5,11873.6,11878.8,11880.3,11790.1,11835.7,11789.3,11927.85,11583.9,11645.2,S
11663.25,11876.0,11645.4,11814.1,11833.5,11880.4,11777.9,11854.8,11842.2,11893.3,11757.5,11873.6,11878.8,11880.3,11790.1,11835.7,11789.3,11927.85,11583.9,11645.2,11646.6,11793.4,11594.7,11774.6,S
11833.5,11880.4,11777.9,11854.8,11842.2,11893.3,11757.5,11873.6,11878.8,11880.3,11790.1,11835.7,11789.3,11927.85,11583.9,11645.2,11646.6,11793.4,11594.7,11774.6,11742.6,11774.8,11603.6,11699.9,S
11842.2,11893.3,11757.5,11873.6,11878.8,11880.3,11790.1,11835.7,11789.3,11927.85,11583.9,11645.2,11646.6,11793.4,11594.7,11774.6,11742.6,11774.8,11603.6,11699.9,11692.3,11716.6,11398.6,11436.1,N
11878.8,11880.3,11790.1,11835.7,11789.3,11927.85,11583.9,11645.2,11646.6,11793.4,11594.7,11774.6,11742.6,11774.8,11603.6,11699.9,11692.3,11716.6,11398.6,11436.1,11496.0,11510.3,11344.0,11463.0,N
11789.3,11927.85,11583.9,11645.2,11646.6,11793.4,11594.7,11774.6,11742.6,11774.8,11603.6,11699.9,11692.3,11716.6,11398.6,11436.1,11496.0,11510.3,11344.0,11463.0,11464.4,11484.6,11268.8,11328.0,N
11646.6,11793.4,11594.7,11774.6,11742.6,11774.8,11603.6,11699.9,11692.3,11716.6,11398.6,11436.1,11496.0,11510.3,11344.0,11463.0,11464.4,11484.6,11268.8,11328.0,11343.3,11516.2,11297.7,11395.1,N
11742.6,11774.8,11603.6,11699.9,11692.3,11716.6,11398.6,11436.1,11496.0,11510.3,11344.0,11463.0,11464.4,11484.6,11268.8,11328.0,11343.3,11516.2,11297.7,11395.1,11365.5,11452.1,11186.5,11262.35,N
11692.3,11716.6,11398.6,11436.1,11496.0,11510.3,11344.0,11463.0,11464.4,11484.6,11268.8,11328.0,11343.3,11516.2,11297.7,11395.1,11365.5,11452.1,11186.5,11262.35,11255.9,11289.5,11145.35,11191.7,N
11496.0,11510.3,11344.0,11463.0,11464.4,11484.6,11268.8,11328.0,11343.3,11516.2,11297.7,11395.1,11365.5,11452.1,11186.5,11262.35,11255.9,11289.5,11145.35,11191.7,11201.3,11223.4,10992.8,11022.8,N
11464.4,11484.6,11268.8,11328.0,11343.3,11516.2,11297.7,11395.1,11365.5,11452.1,11186.5,11262.35,11255.9,11289.5,11145.35,11191.7,11201.3,11223.4,10992.8,11022.8,11020.3,11072.3,10862.75,10963.9,N
11343.3,11516.2,11297.7,11395.1,11365.5,11452.1,11186.5,11262.35,11255.9,11289.5,11145.35,11191.7,11201.3,11223.4,10992.8,11022.8,11020.3,11072.3,10862.75,10963.9,10978.2,11304.8,10937.0,11261.1,N
11365.5,11452.1,11186.5,11262.35,11255.9,11289.5,11145.35,11191.7,11201.3,11223.4,10992.8,11022.8,11020.3,11072.3,10862.75,10963.9,10978.2,11304.8,10937.0,11261.1,11259.2,11453.3,11237.2,11313.1,N
11255.9,11289.5,11145.35,11191.7,11201.3,11223.4,10992.8,11022.8,11020.3,11072.3,10862.75,10963.9,10978.2,11304.8,10937.0,11261.1,11259.2,11453.3,11237.2,11313.1,11309.1,11365.4,11066.8,11204.8,N
11201.3,11223.4,10992.8,11022.8,11020.3,11072.3,10862.75,10963.9,10978.2,11304.8,10937.0,11261.1,11259.2,11453.3,11237.2,11313.1,11309.1,11365.4,11066.8,11204.8,11104.2,11116.2,10952.6,11017.8,N
11020.3,11072.3,10862.75,10963.9,10978.2,11304.8,10937.0,11261.1,11259.2,11453.3,11237.2,11313.1,11309.1,11365.4,11066.8,11204.8,11104.2,11116.2,10952.6,11017.8,10995.7,11075.4,10798.0,11061.7,N
10978.2,11304.8,10937.0,11261.1,11259.2,11453.3,11237.2,11313.1,11309.1,11365.4,11066.8,11204.8,11104.2,11116.2,10952.6,11017.8,10995.7,11075.4,10798.0,11061.7,11087.4,11117.4,10873.25,10922.9,N
11259.2,11453.3,11237.2,11313.1,11309.1,11365.4,11066.8,11204.8,11104.2,11116.2,10952.6,11017.8,10995.7,11075.4,10798.0,11061.7,11087.4,11117.4,10873.25,10922.9,10874.0,11286.25,10804.3,11131.5,N
11309.1,11365.4,11066.8,11204.8,11104.2,11116.2,10952.6,11017.8,10995.7,11075.4,10798.0,11061.7,11087.4,11117.4,10873.25,10922.9,10874.0,11286.25,10804.3,11131.5,11089.4,11248.1,10996.2,11032.2,N
